mmr,result,server,timestamp,top_1,jung_1,mid_1,adc_1,supp_1,top_2,jung_2,mid_2,adc_2,supp_2
Challenger,Defeat,lan,2019-06-12,Anivia,Hecarim,Irelia,Tristana,Thresh,Sylas,Graves,Urgot,Lucian,Nami
Challenger,Victory,lan,2019-06-19,Renekton,Hecarim,Syndra,Sivir,Yuumi,Shen,Kayn,Zoe,Miss Fortune,Karma
Challenger,Defeat,lan,2019-06-19,Kennen,Hecarim,Taliyah,Ezreal,Soraka,Vladimir,Warwick,Ahri,Caitlyn,Lux
Challenger,Victory,lan,2019-06-18,Zilean,Ivern,Ahri,Kai'Sa,Nami,Karma,Kayn,Corki,Ezreal,Yuumi
Challenger,Defeat,lan,2019-06-19,Singed,Kindred,Zed,Jhin,Lux,Shen,Lee Sin,Kassadin,Vayne,Rakan
Challenger,Defeat,lan,2019-06-18,Tryndamere,Rek'Sai,Irelia,Kai'Sa,Lux,Kennen,Lee Sin,Camille,Tristana,Pyke
Challenger,Defeat,lan,2019-06-19,Irelia,Elise,Talon,Draven,Lulu,Garen,Evelynn,Vel'Koz,Caitlyn,Thresh
Challenger,Victory,lan,2019-06-18,Mordekaiser,Lee Sin,Malzahar,Ashe,Leona,Garen,Sejuani,Sylas,Sivir,Pyke
Challenger,Defeat,lan,2019-06-14,Ornn,Lee Sin,Gangplank,Jinx,Rakan,Fiora,Vi,Vladimir,Lucian,Thresh
Challenger,Defeat,lan,2019-06-19,Neeko,Karthus,Talon,Jhin,Thresh,Vladimir,Vi,Anivia,Xayah,Alistar
Challenger,Defeat,lan,2019-06-18,Fiora,Kayn,Yasuo,Sivir,Yuumi,Darius,Skarner,Veigar,Jinx,Alistar
Challenger,Defeat,lan,2019-06-18,Mordekaiser,Rengar,Fizz,Lucian,Zilean,Irelia,Amumu,Ryze,Vayne,Leona
Challenger,Victory,lan,2019-06-19,Volibear,Kindred,Xerath,Caitlyn,Thresh,Mordekaiser,Rammus,Annie,Ezreal,Zilean
Challenger,Defeat,lan,2019-06-11,Shen,Graves,Ahri,Tristana,Braum,Ornn,Kayn,Zoe,Ezreal,Nami
Challenger,Defeat,lan,2019-06-19,Jax,Hecarim,Xerath,Jinx,Taric,Irelia,Kindred,Volibear,Xayah,Lulu
Challenger,Defeat,lan,2019-06-19,Irelia,Hecarim,Mordekaiser,Caitlyn,Lux,Volibear,Kindred,Yasuo,Jhin,Thresh
Challenger,Defeat,lan,2019-06-17,Pyke,Gragas,Lux,Kai'Sa,Karma,Kennen,Nunu & Willump,Yasuo,Ezreal,Zilean
Challenger,Defeat,lan,2019-06-17,Riven,Elise,Zed,Kai'Sa,Pyke,Kennen,Lee Sin,Vel'Koz,Sivir,Rakan
Challenger,Defeat,lan,2019-06-19,Gangplank,Xin Zhao,Lux,Vayne,Nautilus,Yorick,Kindred,Ryze,Sivir,Poppy
Challenger,Defeat,lan,2019-06-19,Karma,Xin Zhao,Ahri,Ezreal,Nautilus,Mordekaiser,Kindred,Malzahar,Jhin,Morgana
Challenger,Defeat,lan,2019-06-17,Mordekaiser,Skarner,Pyke,Lucian,Lux,Gnar,Elise,Yasuo,Vayne,Lulu
Challenger,Defeat,lan,2019-06-19,Maokai,Sejuani,Ahri,Kai'Sa,Lux,Gnar,Vi,Morgana,Kog'Maw,Thresh
Challenger,Victory,lan,2019-06-19,Jayce,Nocturne,Irelia,Vayne,Skarner,Renekton,Master Yi,Zoe,Caitlyn,Karma
Challenger,Victory,lan,2019-06-19,Anivia,Kindred,Morgana,Caitlyn,Singed,Karma,Elise,Aatrox,Draven,Nami
Challenger,Defeat,lan,2019-06-17,Poppy,Hecarim,Pyke,Kai'Sa,Lux,Mordekaiser,Jarvan IV,Kassadin,Miss Fortune,Lulu
Challenger,Defeat,lan,2019-06-19,Mordekaiser,Zac,Yasuo,Lucian,Zilean,Jax,Kindred,Zoe,Kog'Maw,Karma
Challenger,Defeat,lan,2019-06-19,Jayce,Sejuani,Neeko,Ezreal,Yuumi,Karma,Gragas,Yasuo,Jinx,Alistar
Challenger,Defeat,tr,2019-06-19,Riven,Nidalee,Yasuo,Xayah,Nami,Vladimir,Jarvan IV,Ryze,Kai'Sa,Yuumi
Challenger,Victory,lan,2019-06-19,Singed,Kayn,Sylas,Sivir,Blitzcrank,Garen,Rek'Sai,Ahri,Lucian,Nami
Challenger,Defeat,lan,2019-06-19,Rumble,Shyvana,Talon,Kog'Maw,Lulu,Tahm Kench,Vi,Zoe,Ezreal,Pyke
Challenger,Defeat,lan,2019-06-17,Kayle,Kayn,Yasuo,Caitlyn,Karma,Jax,Warwick,Malzahar,Jhin,Nami
Challenger,Victory,lan,2019-06-19,Lux,Jarvan IV,Riven,Ezreal,Lulu,Corki,Gragas,Pyke,Kai'Sa,Thresh
Challenger,Defeat,tr,2019-06-19,Riven,Fiddlesticks,Lucian,Jhin,Pyke,Renekton,Taliyah,Vayne,Ezreal,Karma
Challenger,Defeat,lan,2019-06-19,Fiora,Zac,Malzahar,Kai'Sa,Lux,Renekton,Sejuani,Ahri,Caitlyn,Yuumi
Challenger,Victory,lan,2019-06-15,Kennen,Udyr,Ekko,Sivir,Thresh,Jax,Rek'Sai,Annie,Kai'Sa,Galio
Challenger,Defeat,tr,2019-06-15,Irelia,Hecarim,Ryze,Sivir,Janna,Camille,Jarvan IV,Yasuo,Kai'Sa,Lux
Challenger,Defeat,lan,2019-06-19,Nasus,Lee Sin,Ahri,Caitlyn,Leona,Irelia,Kayn,Zoe,Sivir,Nautilus
Challenger,Defeat,lan,2019-06-17,Quinn,Mordekaiser,Talon,Jhin,Brand,Kled,Hecarim,Ahri,Sivir,Nami
Challenger,Defeat,lan,2019-06-15,Renekton,Sejuani,Xayah,Ashe,Braum,Garen,Gragas,Irelia,Ezreal,Nautilus
Challenger,Defeat,tr,2019-06-15,Viktor,Karthus,Jayce,Sivir,Lux,Ryze,Kindred,Yasuo,Kai'Sa,Nami
Challenger,Defeat,lan,2019-06-19,Swain,Lee Sin,Talon,Ezreal,Pyke,Rumble,Kha'Zix,Yasuo,Ashe,Nautilus
Challenger,Defeat,lan,2019-06-19,Nasus,Graves,Rumble,Sivir,Xerath,Renekton,Mordekaiser,Ryze,Jinx,Zoe
Challenger,Defeat,lan,2019-06-17,Hecarim,Lee Sin,Taliyah,Xayah,Sona,Jayce,Kindred,Talon,Ezreal,Yuumi
Challenger,Defeat,lan,2019-06-15,Neeko,Kha'Zix,Mordekaiser,Ezreal,Janna,Tryndamere,Kayn,Veigar,Vayne,Thresh
Challenger,Defeat,lan,2019-06-19,Aatrox,Kayn,Zed,Vel'Koz,Lux,Swain,Rengar,Karma,Tristana,Blitzcrank
Challenger,Victory,lan,2019-06-19,Gnar,Jarvan IV,Taliyah,Kai'Sa,Soraka,Jax,Kha'Zix,Garen,Caitlyn,Nautilus
Challenger,Defeat,lan,2019-06-17,Quinn,Elise,Malphite,Tristana,Nunu & Willump,Jayce,Sejuani,Talon,Jhin,Janna
Challenger,Victory,lan,2019-06-13,Darius,Rek'Sai,Ekko,Kai'Sa,Lulu,Cho'Gath,Kha'Zix,Yasuo,Ezreal,Pyke
Challenger,Defeat,lan,2019-06-11,Aatrox,Evelynn,Ryze,Kai'Sa,Yuumi,Singed,Hecarim,Pyke,Kog'Maw,Zoe
Challenger,Defeat,lan,2019-06-19,Urgot,Gragas,Ekko,Sivir,Fiddlesticks,Tahm Kench,Sejuani,Talon,Varus,Lulu
Challenger,Victory,lan,2019-06-10,Jax,Hecarim,Malzahar,Caitlyn,Karma,Pyke,Xin Zhao,Neeko,Kai'Sa,Morgana
Challenger,Defeat,lan,2019-06-18,Dr. Mundo,Rammus,Kayn,Vel'Koz,Morgana,Vladimir,Gragas,Irelia,Kai'Sa,Karma
Challenger,Defeat,lan,2019-06-19,Swain,Nocturne,Ryze,Xayah,Gragas,Shen,Rammus,Talon,Kai'Sa,Rakan
Challenger,Defeat,lan,2019-06-18,Akali,Kayn,Zilean,Caitlyn,Soraka,Gangplank,Elise,Neeko,Varus,Karma
Challenger,Defeat,tr,2019-06-19,Aatrox,Hecarim,Zilean,Ashe,Yuumi,Camille,Wukong,Ryze,Lucian,Lux
Challenger,Defeat,lan,2019-06-18,Dr. Mundo,Hecarim,Talon,Ashe,Morgana,Garen,Ekko,Nautilus,Ezreal,Karma
Challenger,Defeat,lan,2019-06-19,Volibear,Ekko,Veigar,Jhin,Thresh,Garen,Warwick,Vel'Koz,Vayne,Karma
Challenger,Defeat,lan,2019-06-19,Illaoi,Mordekaiser,Anivia,Tristana,Soraka,Karma,Lee Sin,Vladimir,Caitlyn,Pyke
Challenger,Defeat,tr,2019-06-18,Riven,Jarvan IV,Kassadin,Sivir,Karma,Camille,Hecarim,Ryze,Lucian,Lux
Challenger,Defeat,lan,2019-06-19,Vladimir,Jarvan IV,Swain,Sivir,Zilean,Garen,Hecarim,Galio,Lucian,Taric
Challenger,Defeat,lan,2019-06-19,Riven,Vi,Ekko,Caitlyn,Nautilus,Kayle,Rammus,Malzahar,Ashe,Lux
Challenger,Defeat,lan,2019-06-18,Garen,Kayn,Xerath,Ezreal,Yuumi,Mordekaiser,Vi,Yasuo,Ashe,Pyke
Challenger,Defeat,lan,2019-06-16,Sylas,Sejuani,Anivia,Ashe,Pyke,Malzahar,Shyvana,Corki,Caitlyn,Yuumi
Challenger,Defeat,lan,2019-06-19,Yasuo,Skarner,Lux,Jinx,Taric,Illaoi,Mordekaiser,LeBlanc,Ezreal,Thresh
Challenger,Defeat,lan,2019-06-19,Jax,Nocturne,Karthus,Sivir,Brand,Pyke,Nunu & Willump,Malzahar,Caitlyn,Lux
Challenger,Defeat,lan,2019-06-18,Malzahar,Rammus,Ryze,Sivir,Lux,Aatrox,Rengar,Corki,Jhin,Nami
Challenger,Defeat,lan,2019-06-19,Irelia,Zac,Yasuo,Tristana,Sona,Twisted Fate,Evelynn,Nautilus,Xayah,Rakan
Challenger,Defeat,lan,2019-06-17,Darius,Rengar,LeBlanc,Sivir,Lulu,Kayle,Hecarim,Malzahar,Kai'Sa,Maokai
Challenger,Defeat,lan,2019-06-18,Riven,Shaco,Anivia,Sivir,Lux,Darius,Gragas,Yasuo,Miss Fortune,Janna
Challenger,Defeat,lan,2019-06-19,Twisted Fate,Trundle,Aatrox,Kai'Sa,Braum,Irelia,Hecarim,Singed,Caitlyn,Lux
Challenger,Defeat,lan,2019-06-17,Urgot,Nunu & Willump,Talon,Lucian,Morgana,Riven,Sejuani,Malzahar,Ezreal,Thresh
Challenger,Defeat,lan,2019-06-12,Fiora,Rek'Sai,Ekko,Xayah,Fiddlesticks,Pantheon,Kindred,Sylas,Kai'Sa,Lux
Challenger,Defeat,lan,2019-06-16,Mordekaiser,Skarner,Sylas,Jhin,Xerath,Nautilus,Amumu,Malzahar,Miss Fortune,Karma
Challenger,Defeat,lan,2019-06-16,Garen,Rammus,Morgana,Lucian,Braum,Malphite,Jarvan IV,Malzahar,Jinx,Zilean
Challenger,Defeat,lan,2019-06-12,Tryndamere,Kindred,Singed,Varus,Lulu,Urgot,Hecarim,Vladimir,Xayah,Rakan
Challenger,Defeat,lan,2019-06-19,Riven,Sejuani,Zed,Sivir,Nami,Kennen,Taliyah,Yasuo,Kai'Sa,Lulu
Challenger,Victory,lan,2019-06-06,Shen,Lee Sin,Lissandra,Sivir,Lux,Jax,Elise,Zoe,Vayne,Janna
Challenger,Defeat,lan,2019-06-15,Fiora,Rek'Sai,Lux,Jinx,Morgana,Gangplank,Nocturne,Malzahar,Caitlyn,Janna
Challenger,Defeat,lan,2019-06-12,Darius,Hecarim,Orianna,Jhin,Rakan,Singed,Kindred,Talon,Xayah,Nautilus
Challenger,Defeat,lan,2019-06-18,Aatrox,Sejuani,Orianna,Ezreal,Brand,Irelia,Gragas,Talon,Kai'Sa,Lulu
Challenger,Defeat,lan,2019-06-06,Sion,Lee Sin,Ryze,Ezreal,Janna,Cho'Gath,Rek'Sai,Malzahar,Miss Fortune,Thresh
Challenger,Defeat,tr,2019-06-19,Fiora,Elise,Sylas,Xayah,Rakan,Garen,Evelynn,Kled,Ezreal,Yuumi
Challenger,Victory,lan,2019-06-14,Gnar,Hecarim,Malzahar,Sivir,Zyra,Camille,Aatrox,Xerath,Caitlyn,Lux
Challenger,Defeat,lan,2019-06-12,Renekton,Gragas,Talon,Xayah,Lulu,Singed,Kindred,Malzahar,Sivir,Nautilus
Challenger,Defeat,tr,2019-06-19,Vladimir,Kindred,Camille,Draven,Nautilus,Irelia,Rammus,Sylas,Miss Fortune,Rakan
Challenger,Defeat,lan,2019-06-13,Jax,Vi,Aatrox,Sivir,Nami,Darius,Nidalee,Caitlyn,Jinx,Bard
Challenger,Defeat,lan,2019-06-10,Kled,Evelynn,Zilean,Ezreal,Lux,Pantheon,Kindred,Malzahar,Sivir,Sona
Challenger,Victory,tr,2019-06-17,Riven,Sejuani,Annie,Kai'Sa,Lux,Camille,Gragas,Talon,Xayah,Rakan
Challenger,Defeat,tr,2019-06-19,Kennen,Hecarim,Pyke,Ezreal,Lux,Jax,Rek'Sai,Zed,Kalista,Thresh
Challenger,Defeat,lan,2019-06-13,Tahm Kench,Vi,Vladimir,Jinx,Sona,Tryndamere,Nidalee,Malzahar,Sivir,Lulu
Challenger,Defeat,lan,2019-06-10,Rumble,Kha'Zix,Karma,Kai'Sa,Lux,Singed,Kindred,Lissandra,Draven,Thresh
Challenger,Victory,tr,2019-06-17,Kled,Elise,Morgana,Sivir,Yuumi,Nasus,Hecarim,Ryze,Draven,Karma
Challenger,Defeat,tr,2019-06-19,Riven,Rek'Sai,Irelia,Jhin,Fiddlesticks,Darius,Karthus,Kassadin,Xayah,Thresh
Challenger,Defeat,lan,2019-06-12,Shen,Sejuani,Ryze,Caitlyn,Sona,Camille,Shaco,Malzahar,Draven,Karma
Challenger,Defeat,lan,2019-06-10,Pantheon,Kindred,Zed,Kai'Sa,Alistar,Jax,Kha'Zix,Yasuo,Draven,Pyke
Challenger,Defeat,tr,2019-06-17,Aatrox,Hecarim,Ahri,Xayah,Yuumi,Camille,Lee Sin,Lissandra,Ezreal,Thresh
Challenger,Defeat,tr,2019-06-19,Riven,Elise,Zed,Kai'Sa,Rakan,Gnar,Hecarim,Katarina,Xayah,Karma
Challenger,Defeat,lan,2019-06-10,Kennen,Warwick,Sylas,Xayah,Taric,Pantheon,Kindred,Lux,Ezreal,Neeko
Challenger,Defeat,tr,2019-06-16,Vayne,Kindred,Irelia,Sivir,Rakan,Tahm Kench,Lee Sin,Vladimir,Xayah,Thresh
Challenger,Defeat,tr,2019-06-19,Yasuo,Vi,Annie,Kai'Sa,Lulu,Shen,Rek'Sai,Ahri,Lucian,Lux
Challenger,Victory,tr,2019-06-19,Shen,Gragas,Zed,Vayne,Lux,Yasuo,Mordekaiser,Irelia,Ezreal,Nautilus
Challenger,Victory,tr,2019-06-16,Camille,Kayn,Katarina,Ezreal,Yuumi,Ryze,Volibear,Zed,Draven,Tahm Kench
Challenger,Defeat,tr,2019-06-19,Vladimir,Zac,Irelia,Caitlyn,Yuumi,Gangplank,Jarvan IV,Yasuo,Tristana,Alistar
Challenger,Defeat,tr,2019-06-18,Trundle,Lee Sin,Ryze,Kai'Sa,Thresh,Irelia,Jarvan IV,Ahri,Jhin,Karma
Challenger,Defeat,tr,2019-06-19,Neeko,Rengar,Corki,Sivir,Lux,Jayce,Hecarim,Katarina,Xayah,Nautilus
Challenger,Victory,tr,2019-06-19,Gangplank,Gragas,Yasuo,Sivir,Lux,Tahm Kench,Evelynn,Twisted Fate,Kai'Sa,Karma
Challenger,Victory,tr,2019-06-16,Aatrox,Taliyah,Twisted Fate,Xayah,Rakan,Tahm Kench,Camille,Lux,Kai'Sa,Thresh
Challenger,Defeat,tr,2019-06-18,Ahri,Lee Sin,Aatrox,Kai'Sa,Braum,Tahm Kench,Karthus,Orianna,Caitlyn,Karma
Challenger,Defeat,tr,2019-06-19,Mordekaiser,Rek'Sai,Corki,Kai'Sa,Yuumi,Irelia,Taliyah,Twisted Fate,Xayah,Pyke
Challenger,Defeat,tr,2019-06-19,Mordekaiser,Hecarim,Zed,Lucian,Taric,Malphite,Kindred,Vel'Koz,Vayne,Nautilus
Challenger,Victory,tr,2019-06-19,Malphite,Gragas,Irelia,Sivir,Nautilus,Fiora,Karthus,Talon,Kai'Sa,Lux
Challenger,Victory,tr,2019-06-14,Sion,Kayn,Neeko,Vayne,Lulu,Shen,Gragas,Ahri,Jhin,Lux
Challenger,Defeat,tr,2019-06-17,Darius,Lee Sin,Ekko,Jhin,Yuumi,Riven,Hecarim,Vel'Koz,Kai'Sa,Pyke
Challenger,Defeat,tr,2019-06-15,Rumble,Rek'Sai,Irelia,Caitlyn,Yuumi,Fiora,Elise,Zed,Jhin,Thresh
Challenger,Defeat,tr,2019-06-19,Akali,Jarvan IV,Zed,Kai'Sa,Lulu,Jax,Rengar,Vladimir,Draven,Nami
Challenger,Victory,tr,2019-06-18,Shen,Ivern,Twisted Fate,Ezreal,Pyke,Irelia,Kayn,Orianna,Tristana,Yuumi
Challenger,Defeat,tr,2019-06-14,Shen,Hecarim,Vladimir,Xayah,Rakan,Jax,Elise,Ahri,Jhin,Yuumi
Challenger,Defeat,tr,2019-06-17,Shen,Hecarim,Vladimir,Caitlyn,Karma,Gnar,Kha'Zix,Ahri,Kai'Sa,Fiddlesticks
Challenger,Defeat,tr,2019-06-19,Neeko,Aatrox,Zoe,Sivir,Karma,Mordekaiser,Sejuani,Twisted Fate,Jhin,Thresh
Challenger,Defeat,tr,2019-06-16,Riven,Olaf,Ziggs,Varus,Karma,Tahm Kench,Xin Zhao,Vladimir,Kai'Sa,Nautilus
Challenger,Defeat,tr,2019-06-18,Ornn,Karthus,Swain,Vayne,Nautilus,Irelia,Elise,Ryze,Sivir,Yuumi
Challenger,Defeat,tr,2019-06-17,Riven,Hecarim,Vel'Koz,Jhin,Xerath,Fiora,Lee Sin,Vladimir,Kai'Sa,Bard
Challenger,Victory,tr,2019-06-10,Malzahar,Kayn,Sylas,Kai'Sa,Nautilus,Gangplank,Nunu & Willump,Yasuo,Teemo,Soraka
Challenger,Defeat,tr,2019-06-17,Irelia,Nunu & Willump,Ahri,Kennen,Karma,Gangplank,Mordekaiser,LeBlanc,Draven,Lux
Challenger,Defeat,tr,2019-06-19,Shen,Hecarim,Mordekaiser,Draven,Yuumi,Gnar,Sejuani,Talon,Ezreal,Vel'Koz
Challenger,Defeat,tr,2019-06-14,Irelia,Zac,Zed,Ezreal,Lux,Tahm Kench,Kindred,Karma,Vayne,Yuumi
Challenger,Defeat,tr,2019-06-18,Jayce,Lee Sin,Syndra,Xayah,Rakan,Akali,Graves,Ahri,Ezreal,Yuumi
Challenger,Defeat,tr,2019-06-17,Irelia,Karthus,Kassadin,Jhin,Thresh,Pantheon,Gragas,Galio,Tristana,Lux
Challenger,Victory,tr,2019-06-10,Vladimir,Jax,Sylas,Jhin,Lulu,Tryndamere,Jarvan IV,Morgana,Kai'Sa,Lux
Challenger,Defeat,tr,2019-06-15,Twisted Fate,Rek'Sai,Sylas,Draven,Karma,Mordekaiser,Hecarim,Aatrox,Jhin,Yuumi
Challenger,Defeat,tr,2019-06-19,Mordekaiser,Kha'Zix,Katarina,Xayah,Rakan,Irelia,Sejuani,Neeko,Kai'Sa,Lux
Challenger,Defeat,tr,2019-06-13,Fiora,Jarvan IV,Azir,Vayne,Karma,Tahm Kench,Sylas,Orianna,Lucian,Thresh
Challenger,Defeat,tr,2019-06-17,Riven,Lee Sin,Ekko,Lucian,Nautilus,Jax,Gragas,Talon,Vayne,Karma
Challenger,Defeat,tr,2019-06-11,Tahm Kench,Kha'Zix,Jayce,Kai'Sa,Blitzcrank,Kassadin,Kayn,Vladimir,Ezreal,Janna
Challenger,Defeat,tr,2019-06-12,Darius,Volibear,Talon,Lucian,Alistar,Maokai,Graves,Katarina,Caitlyn,Zyra
Challenger,Defeat,tr,2019-06-17,Swain,Nunu & Willump,Riven,Ezreal,Zilean,Malzahar,Olaf,Yasuo,Lucian,Nautilus
Challenger,Defeat,tr,2019-06-11,Cho'Gath,Sejuani,Zoe,Sivir,Janna,Shen,Lee Sin,Zed,Xayah,Rakan
Challenger,Defeat,tr,2019-06-11,Nasus,Taliyah,Talon,Miss Fortune,Lux,Tahm Kench,Rek'Sai,Annie,Lucian,Lulu
Challenger,Victory,tr,2019-06-17,Gragas,Pantheon,Ekko,Vayne,Thresh,Shen,Taliyah,Kassadin,Kai'Sa,Morgana
Challenger,Defeat,tr,2019-06-11,Rengar,Kindred,Ryze,Sivir,Lux,Sylas,Sejuani,Zed,Ezreal,Morgana
Challenger,Defeat,tr,2019-06-11,Riven,Graves,Taliyah,Ezreal,Thresh,Irelia,Kha'Zix,Vladimir,Draven,Pyke
Challenger,Defeat,tr,2019-06-11,Fiora,Riven,Talon,Caitlyn,Morgana,Aatrox,Lee Sin,Rammus,Ezreal,Yuumi
Challenger,Defeat,tr,2019-06-11,Irelia,Hecarim,Ahri,Caitlyn,Brand,Vladimir,Sejuani,Talon,Ezreal,Yuumi
Challenger,Defeat,tr,2019-06-18,Aatrox,Zac,Syndra,Miss Fortune,Thresh,Camille,Rammus,Kassadin,Vayne,Braum
Challenger,Defeat,tr,2019-06-18,Gnar,Evelynn,Zed,Caitlyn,Morgana,Camille,Rek'Sai,Yasuo,Twitch,Thresh
Challenger,Defeat,tr,2019-06-18,Ekko,Sejuani,Zed,Kai'Sa,Lux,Camille,Elise,Twisted Fate,Draven,Thresh
Challenger,Defeat,tr,2019-06-18,Irelia,Kha'Zix,Twisted Fate,Kai'Sa,Thresh,Anivia,Sejuani,Talon,Lucian,Lux
Challenger,Defeat,tr,2019-06-18,Jax,Karthus,Zed,Ezreal,Lux,Aatrox,Twitch,Twisted Fate,Yasuo,Alistar
Challenger,Defeat,tr,2019-06-17,Mordekaiser,Jarvan IV,Corki,Jhin,Karma,Aatrox,Vi,Ahri,Lucian,Nami
Challenger,Defeat,tr,2019-06-17,Aatrox,Elise,Swain,Draven,Thresh,Ornn,Rengar,Twisted Fate,Xayah,Karma
Challenger,Defeat,tr,2019-06-17,Aatrox,Elise,Twisted Fate,Lucian,Nami,Fiora,Rengar,Neeko,Xayah,Lulu
Challenger,Defeat,tr,2019-06-17,Jayce,Zac,Corki,Xayah,Pyke,Riven,Jarvan IV,Vel'Koz,Caitlyn,Morgana
Challenger,Defeat,tr,2019-06-17,Cassiopeia,Gragas,Mordekaiser,Sivir,Lux,Gangplank,Elise,Syndra,Xayah,Rakan
Challenger,Defeat,tr,2019-06-17,Jayce,Rek'Sai,Xerath,Kai'Sa,Nautilus,Aatrox,Kindred,Vel'Koz,Ezreal,Lux
Challenger,Defeat,tr,2019-06-17,Akali,Hecarim,Sylas,Jhin,Nami,Lulu,Taliyah,Lissandra,Caitlyn,Yuumi
Challenger,Defeat,tr,2019-06-19,Fiora,Elise,Ornn,Lucian,Pyke,Yasuo,Taliyah,LeBlanc,Xayah,Nautilus
Challenger,Defeat,tr,2019-06-19,Riven,Taliyah,Orianna,Ezreal,Janna,Irelia,Nunu & Willump,Syndra,Sivir,Nami
Challenger,Defeat,tr,2019-06-19,Jax,Lee Sin,Zed,Jhin,Xerath,Aatrox,Rek'Sai,Twisted Fate,Yasuo,Nami
Challenger,Defeat,tr,2019-06-17,Vladimir,Hecarim,Rumble,Xayah,Lux,Darius,Aatrox,LeBlanc,Kai'Sa,Lulu
Challenger,Defeat,tr,2019-06-17,Zed,Kayn,Annie,Draven,Morgana,Irelia,Elise,Talon,Xayah,Zyra
Challenger,Defeat,tr,2019-06-17,Aatrox,Jarvan IV,Lux,Ezreal,Karma,Tahm Kench,Vi,Orianna,Draven,Nautilus
Challenger,Defeat,tr,2019-06-13,Darius,Pyke,Akali,Kai'Sa,Blitzcrank,Teemo,Sylas,Mordekaiser,Sivir,Leona
Challenger,Defeat,tr,2019-06-13,Jax,Karthus,Katarina,Ezreal,Pyke,Irelia,Taliyah,Ahri,Kai'Sa,Nautilus
Challenger,Defeat,na,2019-06-19,Karma,Hecarim,Sylas,Sona,Tahm Kench,Viktor,Olaf,Katarina,Sivir,Rakan
Challenger,Defeat,tr,2019-06-13,Camille,Hecarim,Nautilus,Ezreal,Katarina,Illaoi,Urgot,Ryze,Kai'Sa,Thresh
Challenger,Defeat,tr,2019-06-10,Ryze,Diana,Mordekaiser,Tristana,Leona,Kennen,Jarvan IV,Azir,Jhin,Morgana
Challenger,Defeat,na,2019-06-14,Sylas,Trundle,Viktor,Zed,Braum,Vladimir,Olaf,Gangplank,Lucian,Lux
Challenger,Defeat,na,2019-06-14,Tahm Kench,Nidalee,Fizz,Caitlyn,Thresh,Vayne,Rek'Sai,Zoe,Sivir,Janna
Challenger,Defeat,na,2019-06-14,Riven,Kha'Zix,Ryze,Neeko,Yuumi,Camille,Olaf,Irelia,Varus,Thresh
Challenger,Defeat,na,2019-06-14,Jax,Lee Sin,Ryze,Draven,Pyke,Riven,Olaf,Vladimir,Caitlyn,Lux
Challenger,Defeat,na,2019-06-12,Riven,Lee Sin,Sylas,Kai'Sa,Blitzcrank,Rumble,Rek'Sai,Aatrox,Draven,Morgana
Challenger,Defeat,tr,2019-06-18,Shen,Evelynn,Zed,Ezreal,Karma,Darius,Elise,Irelia,Sivir,Yuumi
Challenger,Defeat,tr,2019-06-18,Vladimir,Kha'Zix,Katarina,Ezreal,Yuumi,Kennen,Vi,Ahri,Jhin,Zilean
Challenger,Defeat,lan,2019-06-10,Irelia,Rengar,Zilean,Vel'Koz,Sona,Rumble,Hecarim,Yasuo,Xayah,Karma
Challenger,Defeat,tr,2019-06-18,Jax,Kayn,Ahri,Twitch,Yuumi,Malphite,Master Yi,Neeko,Varus,Thresh
Challenger,Defeat,tr,2019-06-17,Jayce,Rengar,Lissandra,Xayah,Braum,Darius,Kayn,Katarina,Kai'Sa,Lux
Challenger,Victory,lan,2019-06-10,Kled,Nunu & Willump,Vladimir,Xayah,Morgana,Rumble,Kindred,Zed,Kog'Maw,Janna
Challenger,Defeat,tr,2019-06-18,Irelia,Hecarim,Mordekaiser,Kai'Sa,Karma,Fiora,Kha'Zix,Ahri,Caitlyn,Yuumi
Challenger,Defeat,tr,2019-06-18,Jayce,Kayn,Vladimir,Lucian,Nautilus,Darius,Hecarim,Corki,Vayne,Lux
Challenger,Defeat,tr,2019-06-17,Ryze,Rengar,Kassadin,Sivir,Morgana,Fizz,Taliyah,Yasuo,Vayne,Lulu
Challenger,Defeat,tr,2019-06-18,Darius,Kha'Zix,Lissandra,Sivir,Soraka,Pyke,Urgot,Corki,Kai'Sa,Karma
Challenger,Victory,tr,2019-06-18,Gnar,Ivern,Sylas,Kai'Sa,Lux,Neeko,Kha'Zix,Ahri,Sivir,Fiddlesticks
Challenger,Defeat,tr,2019-06-16,Sion,Rengar,Katarina,Draven,Pyke,Gangplank,Jarvan IV,Vladimir,Ezreal,Nautilus
Challenger,Defeat,tr,2019-06-18,Mordekaiser,Lee Sin,Talon,Jhin,Xerath,Vladimir,Kayn,Ezreal,Caitlyn,Karma
Challenger,Defeat,tr,2019-06-18,Kennen,Hecarim,Orianna,Sivir,Karma,Camille,Sejuani,Katarina,Vayne,Nami
Challenger,Victory,tr,2019-06-18,Jayce,Rengar,Kennen,Vayne,Lux,Pantheon,Kha'Zix,Talon,Kai'Sa,Braum
Challenger,Defeat,tr,2019-06-16,Mordekaiser,Kha'Zix,Lux,Caitlyn,Lulu,Darius,Nunu & Willump,Katarina,Kai'Sa,Morgana
Challenger,Defeat,tr,2019-06-16,Camille,Evelynn,Katarina,Draven,Karma,Fiddlesticks,Hecarim,Jax,Caitlyn,Lux
